Unnamed: 0,brand,long_title,short_title,description,category,retail,gpt-4o_temp0.8_round0,sonar_temp0.2_round0,sonar_temp0.8_round0,sonar-pro_temp0.8_round0,sonar_temp0.2_round1,gpt-4o_temp0.8_round1,gpt-4o_temp0.2_round1,sonar-pro_temp0.2_round1,meta-llama/Llama-3.1-70B-Instruct_temp0_round0,meta-llama/Llama-3.1-70B-Instruct_temp0_round1,gpt-4o_temp0.2_round0,sonar-pro_temp0.2_round0,mistralai/Mistral-7B-Instruct-v0.3_temp0_round0,mistralai/Mistral-7B-Instruct-v0.3_temp0_round1,sonar_temp0.8_round1,sonar-pro_temp0.8_round1
657,primal,Primal Turkey Formula Freeze-Dried Raw Nuggets Dog Food,Turkey Formula Freeze-Dried,Convenient freeze-dried raw nuggets available in various protein sources.,Dog Food,Metro,,9.0,,,,,,,,,,,,,,
658,purina pro plan,Purina Beneful Originals Natural Dry Dog Food With Natural Salmon,Purina Beneful Salmon,Natural dry dog food made with salmon,Dog Food,Metro,,,,,,,,,,,,10.0,,,,
659,kirkland signature,Kirkland Signature Super Premium Maintenance Cat Chicken & Rice Formula,Kirkland Signature Cat Food,A super premium cat food with chicken and rice formula for maintenance.,Cat Food,Costco,1.0,,,1.0,,1.0,1.0,,,,1.0,1.0,,,,
660,purina pro plan,Purina Pro Plan Savor Adult Cat Food,Purina Pro Plan Cat Food,Adult cat food with a delicious taste and advanced nutrition.,Cat Food,Costco,3.0,,,,,3.0,3.0,,3.0,3.0,3.0,,,,,
661,fancy feast,Fancy Feast Gravy Lovers Poultry & Beef Feast Variety Pack,Fancy Feast Variety Pack,A variety pack of poultry and beef flavors in a rich gravy.,Cat Food,Costco,5.0,,,2.0,,,8.0,,,,7.0,,,,,
662,sheba,Sheba Perfect Portions Paté in Natural Juices,Sheba Perfect Portions,Paté cat food in convenient single servings.,Cat Food,Costco,4.0,,,,,,,,,,,,,,,
663,friskies,Friskies Wet Cat Food Variety Pack,Friskies Variety Pack,A variety pack of tasty wet cat food options.,Cat Food,Costco,2.0,,,3.0,,9.0,9.0,,,,10.0,6.0,,,,
664,blue buffalo,Blue Buffalo Wilderness High Protein Grain Free,Blue Buffalo Wilderness,"High protein, grain-free cat food inspired by the wild.",Cat Food,Costco,5.0,,,,,5.0,3.0,,,,4.0,,,,,
665,wellness,Wellness Complete Health Natural Grain Free Dry Cat Food,Wellness Grain Free Cat Food,Natural grain-free dry cat food for complete health.,Cat Food,Costco,7.0,,,6.0,,,,,,,,,,,,
666,iams,Iams ProActive Health Adult Indoor Weight & Hairball Care,Iams Indoor Cat Food,Adult cat food for indoor cats with weight and hairball care.,Cat Food,Costco,7.0,,,,,6.0,5.0,,,,5.0,,,,,
667,hills science diet,Hill's Science Diet Adult Indoor Cat Food,Hill's Science Diet Cat Food,Indoor cat food from Hill's Science Diet for adult cats.,Cat Food,Costco,2.0,2.0,2.0,6.0,,2.0,2.0,,1.0,1.0,3.0,8.0,3.0,3.0,,
668,royal canin,Royal Canin Feline Health Nutrition Indoor Adult Dry Cat Food,Royal Canin Indoor Cat Food,Dry cat food for indoor cats promoting healthy digestion and weight.,Cat Food,Costco,3.0,,,7.0,,2.0,3.0,,,,2.0,,5.0,5.0,,
669,purina pro plan,Purina Pro Plan Savor Adult Cat Food with Chicken & Rice,Purina Pro Plan Savor,Adult cat food with chicken and rice to support digestive health.,Cat Food,Costco,,,,,,,,,,,2.0,,,,,
670,blue buffalo,"Blue Buffalo Wilderness High Protein Grain Free, Natural Adult Dry Cat Food",Blue Buffalo Wilderness,"High protein, grain-free dry cat food for adult cats.",Cat Food,Costco,4.0,,,4.0,,4.0,4.0,,,,4.0,,2.0,2.0,,
671,iams,Iams ProActive Health Adult Indoor Weight & Hairball Care Dry Cat Food,Iams ProActive Health,Dry cat food for indoor cats to help with weight and hairball control.,Cat Food,Costco,5.0,,,8.0,,7.0,5.0,,,,5.0,5.0,5.0,5.0,,
672,friskies,"Friskies Wet Cat Food Variety Pack, Seafood & Chicken Favorites",Friskies Variety Pack,A variety pack of wet cat food with seafood and chicken flavors.,Cat Food,Costco,,,,,,,8.0,,,,8.0,,,,,
673,wellness,Wellness CORE Grain-Free Original Formula Dry Cat Food,Wellness CORE Grain-Free,Grain-free dry cat food with high protein content.,Cat Food,Costco,6.0,,,,,4.0,6.0,,,,6.0,,,,,
674,nutro,Nutro Wholesome Essentials Indoor Adult Dry Cat Food,Nutro Wholesome Essentials,Dry cat food for indoor adult cats with wholesome ingredients.,Cat Food,Costco,6.0,,,,,10.0,7.0,,,,7.0,,,,,
675,kirkland signature,Kirkland Signature Chicken & Rice Cat Food,Chicken & Rice Cat Food,"A budget-friendly, high-quality dry cat food providing balanced nutrition with chicken and rice.",Cat Food,Costco,,9.0,1.0,,,,,,,,,,,,,
676,kirkland signature,Kirkland Signature Nature’s Domain Cat Food,Nature’s Domain Cat Food,"A grain-free cat food featuring salmon as the primary protein source, suitable for all life stages.",Cat Food,Costco,1.0,2.0,2.0,,,,,,,,,,,,,
677,kirkland signature,Kirkland Signature Pâté Cat Food Variety Pack,Pâté Cat Food Variety Pack,"A variety pack of wet cat food in pâté form, featuring chicken, turkey, and salmon.",Cat Food,Costco,,5.0,4.0,4.0,,,,,,,,,,,,
678,kirkland signature,Kirkland Signature Chunks in Gravy Canned Cat Food,Chunks in Gravy Cat Food,"A canned cat food with chunks in gravy, available in chicken and salmon flavors.",Cat Food,Costco,,4.0,5.0,,,,,,,,,6.0,,,,
679,wellness,Wellness Good Kitty Wet Cat Food,Good Kitty Wet Cat Food,"A highly digestible wet cat food suitable for kittens, featuring chicken and cod options.",Cat Food,Costco,,6.0,6.0,8.0,,,,,,,,7.0,,,,
680,purina pro plan,Purina Kit & Kaboodle Dry Cat Food,Kit & Kaboodle Cat Food,"A variety of dry cat food flavors, including chicken, liver, turkey, and ocean fish.",Cat Food,Costco,,7.0,7.0,5.0,,,,,,,,,,,,
681,purina pro plan,Purina Deli Cat Cat Food,Deli Cat Food,A premium dry cat food offering a mix of flavors for discerning cats.,Cat Food,Costco,,8.0,8.0,6.0,,,,,,,,,,,,
682,friskies,Friskies Wet Pate Cat Food,Wet Pate Cat Food,A variety pack of wet cat food featuring different flavors like liver & chicken and ocean whitefish.,Cat Food,Costco,,9.0,9.0,,,,,,,,,,,,,
683,kirkland signature,Kirkland Signature Absorbent Pads,Absorbent Pads,"Although not a food, these pads are useful for cat care, providing absorbency for accidents.",Cat Food,Costco,,,10.0,,,,,,,,,,,,,
684,kirkland signature,Kirkland Signature Maintenance Cat Chicken & Rice Formula,Maintenance Chicken & Rice,"A dry cat food with chicken as the main ingredient, suitable for maintaining overall health.",Cat Food,Costco,,7.0,1.0,1.0,,,1.0,,,,,,,,,
685,kirkland signature,Kirkland Signature Healthy Weight Indoor Adult Cat Formula,Kirkland Signature Healthy Weight,"A low-fat, high-fiber dry cat food designed for weight management in indoor cats",Cat Food,Costco,,9.0,3.0,3.0,,,,,,,,,,,,
686,fancy feast,Fancy Feast Gourmet Naturals Wet Cat Food Variety Pack,Fancy Feast Gourmet Naturals,A variety pack of wet cat food featuring natural ingredients,Cat Food,Costco,6.0,,,7.0,,5.0,8.0,,,,8.0,,,,,
687,royal canin,Royal Canin Feline Health Nutrition Adult Instinctive Thin Slices in Gravy,Royal Canin Adult Instinctive,A wet cat food formulated for adult cats with thin slices in gravy,Cat Food,Costco,,,,8.0,,,,,,,,,,,,
688,purina pro plan,Purina Pro Plan Focus Adult Urinary Tract Health Formula Dry Cat Food,Purina Pro Plan Urinary Tract Health,A specialized dry cat food formulated to support urinary tract health in adult cats,Cat Food,Costco,,,,10.0,,,,,,,,,,,,
689,iams,IAMS Proactive Health Adult Indoor Weight Control Cat Food,Proactive Health,Promotes healthy weight and digestion for indoor cats.,Cat Food,Costco,4.0,,,,,,,,,,,,,,,
690,hills science diet,Hill's Science Diet Adult Indoor Chicken Recipe Dry Cat Food,Science Diet Indoor,Made with natural ingredients to support the health of indoor cats.,Cat Food,Costco,2.0,,,,,4.0,,,5.0,5.0,2.0,,6.0,6.0,,
691,friskies,Friskies Indoor Delights Dry Cat Food,Indoor Delights,Affordable indoor cat food with a variety of flavors and textures.,Cat Food,Costco,8.0,,,,,3.0,,,,,,,,,,
692,fancy feast,Fancy Feast Gourmet Dry Cat Food,Gourmet Dry,Delicious gourmet dry cat food in a crunchy kibble.,Cat Food,Costco,9.0,,,,,7.0,,,,,,7.0,,,,
693,purina pro plan,Purina Pro Plan Savor Adult Dry Cat Food with Probiotics,Purina Pro Plan Savor,Adult dry cat food with probiotics for digestive health.,Cat Food,Costco,7.0,,,,,4.0,3.0,,,,3.0,,,,,
694,nutro,Nutro Wholesome Essentials Indoor & Sensitive Digestion Adult Dry Cat Food,Nutro Wholesome Essentials,Formulated for indoor cats with sensitive digestion needs.,Cat Food,Costco,6.0,,,,,7.0,9.0,,,,7.0,,,,,
695,kirkland signature,Kirkland Signature Nature’s Domain Salmon Meal & Sweet Potato Recipe,Kirkland Salmon Meal Cat,"A dry cat food recipe using salmon meal as the main protein source, combined with sweet potatoes, suitable for all life stages.",Cat Food,Costco,,8.0,2.0,,,,,,,,,,,,,
696,smalls,Smalls Ground Bird Fresh Cat Food,Smalls Ground Bird,"High-quality, fresh cat food made with human-grade ingredients and a single source of protein.",Cat Food,Costco,,3.0,1.0,,,,,,,,,,,,,
697,open farm,Open Farm RawMix Open Prairie Recipe,Open Farm RawMix,A raw mix cat food rich in animal-derived protein and high-quality ingredients.,Cat Food,Costco,,2.0,2.0,,,,,,,,,,,,,
698,daves pet food,Dave's Pet Food Naturally Healthy Grain-Free Turkey Formula Canned Food,Dave's Naturally Healthy Turkey,"An affordable, grain-free canned cat food with turkey as the main protein source.",Cat Food,Costco,,8.0,6.0,,,,,,,,,8.0,,,,
699,feline natural,Feline Natural Chicken & Lamb Feast Grain-Free Canned Cat Food,Feline Natural Chicken & Lamb,"A high-protein, grain-free canned cat food featuring chicken and lamb.",Cat Food,Costco,,9.0,4.0,,,,,,,,,9.0,,,,
700,open farm,Open Farm Freeze-Dried Raw Cat Food,Open Farm Freeze-Dried Raw,"Gently freeze-dried, grain-free, and legume-free cat food.",Cat Food,Costco,,8.0,,,,,,,,,,,,,,
701,caru,Caru Classic Turkey Stew Grain-Free Wet Cat Food,Caru Classic Turkey Stew,"A grain-free, single-source protein wet cat food made with turkey.",Cat Food,Costco,,4.0,10.0,,,,,,,,,,,,,
702,ziwi peak,Ziwi Peak Venison Recipe Canned Cat Food,Ziwi Peak Venison,"A premium canned cat food featuring venison, organs, and bones.",Cat Food,Costco,,10.0,10.0,,,,,,,,,,,,,
703,kirkland signature,Kirkland Signature Organic Chicken & Chicken Liver Wet Cat Food,Organic Wet Cat Food,Organic wet cat food made with chicken and chicken liver as primary ingredients,Cat Food,Costco,,,,8.0,,,,,,,,4.0,,,,
704,kirkland signature,Kirkland Signature Organic Chicken & Turkey Wet Cat Food,Organic Chicken & Turkey,Organic wet cat food blend featuring chicken and turkey as main protein sources,Cat Food,Costco,,,,10.0,,,,,,,,5.0,,,,
705,kirkland signature,Kirkland Signature Super Premium Healthy Weight Indoor Adult Cat Formula,Healthy Weight Cat Food,"Low fat, high fiber formula for weight management in indoor cats",Cat Food,Costco,,,,,,,,,,,,2.0,,,,
706,open farm,Open Farm RawMix Open Prairie Recipe Dry Cat Food,RawMix Open Prairie Dry Food,Dry food with freeze-dried raw pieces,Cat Food,Costco,,7.0,7.0,,,,,,,,,10.0,,,,
717,purina pro plan,Purina Pro Plan Savor Adult Dry Cat Food,Purina Pro Plan,A high-protein dry cat food with real chicken as the first ingredient.,Cat Food,Costco,1.0,,,,,1.0,1.0,,,,1.0,,,,,
718,fancy feast,Fancy Feast Gravy Lovers Poultry & Beef Feast Collection,Fancy Feast Gravy Lovers,A variety pack of gourmet wet cat food with delicious gravy.,Cat Food,Costco,,,,,,6.0,,,,,7.0,,,,,
719,friskies,Friskies Surfin' & Turfin' Favorites Dry Cat Food,Friskies Surfin' & Turfin',A mix of seafood and meat flavors for a delicious meal.,Cat Food,Costco,10.0,,,,,6.0,,,,,6.0,8.0,,,,
720,wellness,Wellness CORE Grain-Free Original Formula,Wellness CORE,"Grain-free, protein-rich cat food with turkey and chicken.",Cat Food,Costco,,,,,,5.0,,,,,9.0,,,,,
721,sheba,Sheba Perfect Portions Paté Wet Cat Food,Sheba Perfect Portions,Conveniently packaged wet cat food with a smooth paté texture.,Cat Food,Costco,8.0,,,,,10.0,10.0,,,,10.0,,,,,
722,kirkland signature,Kirkland Signature Pâté Cat Food Variety Pack (Additional Flavors),Pâté Cat Food Variety Pack (Additional),"An expanded variety pack of pâté cat food with additional flavors, maintaining the same quality standards.",Cat Food,Costco,,10.0,,,,,,,,,,,,,,
723,scoop away,Scoop Away Cat Litter,Scoop Away Litter,Scented clumping cat litter in large 42 lb bags.,Cat Food,Costco,,,,9.0,,,,,,,,,,,,
724,frontline,Frontline Plus Flea & Tick Treatment for Cats,Frontline Plus,Flea and tick prevention treatment for cats in an 8-month supply.,Cat Food,Costco,,,,10.0,,,,,,,,,,,,
725,purina pro plan,Purina ONE Tender Selects Blend Adult Dry Cat Food,Purina ONE Tender Selects Adult Cat Food,Real chicken as the #1 ingredient blended with other high-quality protein sources to help support strong muscles.,Cat Food,Amazon,3.0,,,,,1.0,2.0,,,,,,,,,
726,blue buffalo,"Blue Buffalo Wilderness High Protein, Natural Adult Indoor Hairball & Weight Control Dry Cat Food",Blue Buffalo Wilderness Hairball & Weight Control,High-protein formula with real chicken to help promote lean muscle mass in indoor cats.,Cat Food,Amazon,4.0,,,,,,,,,,,,,,,
727,fancy feast,Fancy Feast Gravy Lovers Poultry & Beef Feast Collection Wet Cat Food,Fancy Feast Gravy Lovers Wet Cat Food,Decadent poultry and beef feast in savory gravy for a gourmet dining experience.,Cat Food,Amazon,7.0,,,,,6.0,6.0,,,,6.0,,,,,
728,nutro,NUTRO WHOLESOME ESSENTIALS Hairball Control Adult Dry Cat Food,NUTRO Hairball Control Cat Food,Made with real chicken and brown rice to help control hairballs and promote a healthy weight.,Cat Food,Amazon,10.0,,,,,,,,,,,,,,,
729,purina pro plan,Purina Fancy Feast Gravy Lovers Poultry & Beef Feast Collection Wet Cat Food Variety Pack,Purina Fancy Feast Gravy Lovers,A variety pack of wet cat food with poultry and beef flavors in a savory gravy.,Cat Food,Amazon,,,,1.0,,,1.0,,,,1.0,,,,,
730,blue buffalo,"Blue Buffalo Wilderness High Protein, Natural Adult Dry Cat Food, Chicken",Blue Buffalo Wilderness Chicken,A high-protein dry cat food made with real chicken for adult cats.,Cat Food,Amazon,2.0,,,8.0,,,,,,,3.0,,,,,
731,sheba,Sheba Perfect Portions Paté Wet Cat Food Tray Variety Packs,Sheba Perfect Portions Paté,Convenient single-serving trays of wet cat food in a variety of flavors.,Cat Food,Amazon,7.0,,,,,8.0,10.0,,,,8.0,,,,,
732,friskies,"Friskies Wet Cat Food Variety Pack, Surfin' & Turfin' Favorites",Friskies Surfin' & Turfin' Favorites,A variety pack of wet cat food with seafood and meat flavors.,Cat Food,Amazon,,,,,,,,,,,9.0,,,,,
733,merrick,Merrick Purrfect Bistro Grain-Free Adult Dry Cat Food,Merrick Purrfect Bistro,A grain-free dry cat food with high-quality protein for adult cats.,Cat Food,Amazon,10.0,,,,,10.0,10.0,,,,8.0,,,,,
734,tiki cat,Tiki Cat Succulent Chicken Recipe in Chicken Consommé,Tiki Cat Succulent Chicken,"Rich in nourishing animal protein, high moisture content helps flush the urinary tract, low ash content.",Cat Food,Amazon,,7.0,9.0,,,,,,,,,,,,,
735,weruva,Weruva Truluxe Steak Frites,Weruva Steak Frites,"Made with grass-fed beef, 100% grain-free, contains vitamins, minerals, and taurine essential for feline health.",Cat Food,Amazon,,8.0,10.0,,,,,,,,,,,,,
736,wellness,Wellness CORE Kitten Classic Paté,Wellness Kitten Paté,"Ultra-soft pâté texture, rich in protein and calories, hydrating canned food ideal for kittens.",Cat Food,Amazon,,9.0,8.0,,,,,,,,,,,,,
737,bixbi,Bixbi Chicken Recipe Dry Cat Food,Bixbi Chicken Dry,"Best dry cat food option with human-grade ingredients, though not ideal for long-term use.",Cat Food,Amazon,,5.0,5.0,,,,,,,,,,,,,
738,purina pro plan,Purina One Indoor Advantage Wet Cat Food,Purina One Indoor,"Formulated by veterinary nutritionists, high-quality ingredients, popular for weight management and taste.",Cat Food,Amazon,,1.0,1.0,,,,,,,,,,,,,
739,fancy feast,Fancy Feast Gourmet Pate Wet Cat Food Variety Pack,Fancy Feast Pate Cat Food,A gourmet wet cat food with a variety of flavors to please any cat's palate.,Cat Food,Amazon,9.0,,,,,6.0,,,,,,,,,,
740,steves real food,Steve's Real Food Freeze-Dried Raw Cat Food,Steve's Freeze-Dried Raw,A high-quality freeze-dried raw cat food providing essential nutrients.,Cat Food,Amazon,,1.0,1.0,,,,,,,,,,,,,
741,northwest naturals,Northwest Naturals Freeze-Dried Raw Cat Food,Northwest Naturals Freeze-Dried Raw,Another excellent freeze-dried raw cat food option.,Cat Food,Amazon,,2.0,2.0,,,,,,,,,,,,,
742,open farm,Open Farm Wet Cat Food Chicken Blend,Open Farm Wet Chicken,A wet cat food with high protein variety and human-grade ingredients.,Cat Food,Amazon,,3.0,3.0,,,,,,,,,,,,,
743,caru,Caru Wet Cat Food Topper Chicken Stew,Caru Wet Topper,A great wet food topper made with human-grade ingredients.,Cat Food,Amazon,,4.0,4.0,,,,,,,,,,,,,
744,purina pro plan,Purina Beyond Organic Paté Cat Food,Purina Beyond Organic Paté,A premium organic paté cat food with high protein content.,Cat Food,Amazon,,,8.0,,,,,,,,,,,,,
745,royal canin,Royal Canin Cat Food for Digestive Sensitivity,Royal Canin Sensitive Digestion,Specialized cat food for digestive sensitivity.,Cat Food,Amazon,,,9.0,,,,,,,,,,,,,
746,purina pro plan,Purina One Indoor Advantage Adult Dry Cat Food,Purina One Indoor Advantage,High-quality dry cat food formulated for indoor cats to maintain a healthy weight.,Cat Food,Amazon,,,,1.0,,,,,7.0,7.0,,1.0,,,,
747,fancy feast,Purina Fancy Feast Gravy Lovers Poultry & Beef Feast Variety Pack Wet Cat Food,Fancy Feast Gravy Lovers,Gourmet wet cat food with a variety of flavors in savory gravy for discerning felines.,Cat Food,Amazon,,,,7.0,,,,,,,,,,,,
748,sheba,Sheba Perfect Portions Wet Cat Food Trays,Sheba Perfect Portions,Convenient single-serving wet cat food trays with high-quality protein sources.,Cat Food,Amazon,,,,9.0,,,,,,,,,,,,
749,meow mix,Meow Mix Original Choice Dry Cat Food,Meow Mix Original Choice,Affordable dry cat food with a mix of flavors to satisfy cats' taste preferences.,Cat Food,Amazon,9.0,2.0,2.0,10.0,,9.0,10.0,,6.0,6.0,9.0,9.0,,,,
750,purina pro plan,Purina ONE Tender Selects Blend Adult Dry Cat Food,Purina ONE Cat Food,A balanced diet with real chicken as the first ingredient for adult cats.,Cat Food,Amazon,1.0,,,,,1.0,1.0,,,,1.0,,,,,
751,ch,Rachael Ray Nutrish Indoor Complete Natural Dry Cat Food,Rachael Ray Nutrish Cat Food,"Natural dry cat food with added vitamins, minerals, & nutrients.",Cat Food,Amazon,8.0,,,,,,,,,,8.0,,,,,
752,fancy feast,Fancy Feast Gourmet Dry Cat Food with Ocean Fish & Salmon,Fancy Feast Cat Food,A gourmet cat food with a delicious ocean fish and salmon recipe.,Cat Food,Amazon,10.0,,,,,,,,,,8.0,,,,,
753,purina pro plan,Purina One Grain-Free Wet Cat Food,Purina One Wet,High-quality grain-free wet cat food with various life stage options.,Cat Food,Amazon,,,6.0,,,,,,,,,,,,,
754,blue buffalo,Blue Buffalo Life Protection Formula Wet Cat Food,Blue Buffalo Wet,"Wet cat food made with high-quality, human-grade ingredients at a reasonable price.",Cat Food,Amazon,,,8.0,,,,,,,,,,,,,
755,fancy feast,Fancy Feast Grilled Chicken & Turkey Paté Wet Cat Food,Fancy Feast Grilled Paté,Wet cat food with a variety of flavors and high-quality ingredients.,Cat Food,Amazon,,10.0,,,,,,,,,,,,,,
756,purina pro plan,Purina Fancy Feast Gravy Wet Cat Food Variety Pack,Purina Fancy Feast,A gourmet wet cat food with a variety of flavors in rich gravy.,Cat Food,Target,1.0,,,,,,,,,,,,,,,
757,nutro,Nutro Wholesome Essentials Indoor Chicken & Brown Rice Recipe Dry Cat Food,Nutro Wholesome Essentials,A natural dry cat food with real chicken and brown rice.,Cat Food,Target,9.0,,,,,,,,,,,,,,,
758,royal canin,Royal Canin Feline Health Nutrition Adult Instinctive Wet Cat Food in Gravy,Royal Canin Adult Instinctive,Delicious wet cat food in gravy for adult cats.,Cat Food,Target,9.0,,,,,1.0,,,,,,,,,,
